name,yelp_url,review_count,rating,price_rating,year,latitude,longitude,city,region,zipCode,cuisine,url,stars
Chez_TJ,https://www.yelp.com/biz/chez-tj-mountain-view?osq=Chef+Tj,735,4,4,2019,37.39468,-122.08044,South_San_Francisco,California,94041,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/chez-tj,1
Protégé,https://www.yelp.com/biz/prot%C3%A9g%C3%A9-palo-alto-2?osq=protege,348,4.5,4,2019,37.427853,-122.14362,South_San_Francisco,California,94301,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/protege,1
Madera,https://www.yelp.com/biz/madera-menlo-park?osq=madera,886,3.5,3,2019,37.42014,-122.21151,San_Francisco,California,94025,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madera,1
The_Village_Pub,https://www.yelp.com/biz/the-village-pub-woodside?osq=The+Village+Pub,1088,4,4,2019,37.42897,-122.25178,San_Francisco,California,94062,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-village-pub,1
Plumed_Horse,https://www.yelp.com/biz/plumed-horse-saratoga?osq=Plumed+Horse,1244,4,4,2019,37.25648,-122.03537,South_San_Francisco,California,95070,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/plumed-horse,1
Wakuriya,https://www.yelp.com/biz/wakuriya-san-mateo,535,4.5,4,2019,37.52114,-122.3366,San_Francisco,California,94402,Japanese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/wakuriya,1
Sushi_Yoshizumi,https://www.yelp.com/biz/sushi-yoshizumi-san-mateo,318,4.5,4,2019,37.565075,-122.3211,San_Francisco,California,94401,Japanese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sushi-yoshizumi,1
Maum,https://www.yelp.com/biz/maum-palo-alto?osq=maum,63,4.5,4,2019,37.72669,-122.414215,South_San_Francisco,California,94101,Korean,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/maum,1
Aster,http://www.yelp.com/biz/aster-san-francisco,384,4,4,2019,37.755054,-122.423134,San_Francisco,California,94110,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/aster,1
Omakase,https://www.yelp.com/biz/omakase-san-francisco,552,4.5,4,2019,37.77077,-122.40298,San_Francisco,California,94103,Japanese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/omakase,1
Commonwealth,http://www.yelp.com/biz/commonwealth-san-francisco,1048,4,4,2019,37.761395,-122.41946,San_Francisco,California,94110,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commonwealth,1
Luce,http://www.yelp.com/biz/luce-san-francisco,771,4,3,2019,37.78194,-122.40498,San_Francisco,California,94103,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/luce,1
Birdsong,https://www.yelp.com/biz/birdsong-san-francisco?osq=birdsong,326,4.5,4,2019,37.779495,-122.41048,San_Francisco,California,94101,American,https://guide.michelin.com/us/en/california/san-francisco/restaurant/birdsong,1
In_Situ,https://www.yelp.com/biz/in-situ-san-francisco?osq=In+Situ,497,3.5,3,2019,37.785633,-122.40113,San_Francisco,California,94103,International,https://guide.michelin.com/us/en/california/san-francisco/restaurant/in-situ,1
Hashiri,https://www.yelp.com/biz/hashiri-san-francisco?osq=hashiri,120,4.5,4,2019,37.783062,-122.40754,San_Francisco,California,94103,Japanese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/hashiri,1
Angler,https://www.yelp.com/biz/angler-san-francisco,409,3.5,4,2019,37.793167,-122.39213,San_Francisco,California,94101,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/angler,1
Rich_Table,https://www.yelp.com/biz/rich-table-san-francisco,1358,4,3,2019,37.774914,-122.42271,San_Francisco,California,94102,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/rich-table,1
Kin_Khao,http://www.yelp.com/biz/kin-khao-san-francisco-2,2136,4,2,2019,37.785267,-122.40951,San_Francisco,California,94102,Thai,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kin-khao,1
Kin_Khao,http://www.yelp.com/biz/kin-khao-san-francisco-2,2136,4,2,2019,37.785267,-122.40951,San_Francisco,California,94102,Thai,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kin-khao,1
Sons_&_Daughters,https://www.yelp.com/biz/sons-and-daughters-san-francisco,721,4,4,2019,37.79037,-122.40917,San_Francisco,California,94108,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sons-daughters,1
Mister_Jiu's,https://www.yelp.com/biz/mister-jius-san-francisco,839,3.5,4,2019,37.79371,-122.406654,San_Francisco,California,94108,Chinese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/mister-jius,1
jū-ni,https://www.yelp.com/biz/j%C5%AB-ni-san-francisco-5,438,4.5,4,2019,37.77672,-122.43886,San_Francisco,California,94117,Japanese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/ju-ni,1
The_Progress,https://www.yelp.com/biz/the-progress-san-francisco-2,930,4,4,2019,37.78371,-122.43282,San_Francisco,California,94115,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-progress,1
State_Bird_Provisions,https://www.yelp.com/biz/state-bird-provisions-san-francisco,2904,4,3,2019,37.783737,-122.43283,San_Francisco,California,94115,American,https://guide.michelin.com/us/en/california/san-francisco/restaurant/state-bird-provisions,1
Octavia,https://www.yelp.com/biz/octavia-san-francisco,614,4,3,2019,37.787857,-122.42709,San_Francisco,California,94109,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/octavia,1
SPQR,https://www.yelp.com/biz/spqr-san-francisco,2013,3.5,3,2019,37.78732,-122.43375,San_Francisco,California,94115,Italian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spqr,1
Kinjo,https://www.yelp.com/biz/kinjo-san-francisco-5?osq=kinjo,137,4,4,2019,37.79699,-122.422005,San_Francisco,California,94109,Japanese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kinjo,1
Sorrel,https://www.yelp.com/biz/sorrel-san-francisco-3,284,4,4,2019,37.788334,-122.44614,San_Francisco,California,94101,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sorrel,1
Gary_Danko,https://www.yelp.com/biz/gary-danko-san-francisco,5598,4.5,4,2019,37.80599,-122.42066,San_Francisco,California,94109,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/gary-danko,1
Bar_Crenn,https://www.yelp.com/biz/bar-crenn-san-francisco,99,4,4,2019,37.798435,-122.43581,San_Francisco,California,94101,French,https://guide.michelin.com/us/en/california/san-francisco/restaurant/bar-crenn,1
Spruce,https://www.yelp.com/biz/spruce-san-francisco,2054,4,4,2019,37.78772,-122.45264,San_Francisco,California,94118,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spruce,1
Madcap,https://www.yelp.com/biz/madcap-san-anselmo,311,4.5,4,2019,37.974712,-122.56168,San_Francisco,California,94960,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madcap,1
Aubergine,https://www.yelp.com/biz/aubergine-carmel-by-the-sea-2?osq=auberge+du+soleil,260,4,4,2019,36.55406,-121.924355,Monterey,California,93921,Contemporary,https://guide.michelin.com/us/en/california/monterey/restaurant/aubergine,1
La_Toque,https://www.yelp.com/biz/la-toque-napa?osq=la+toque,675,3.5,4,2019,38.30351,-122.28349,San_Francisco,California,94573,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/la-toque,1
Bouchon,https://www.yelp.com/biz/bouchon-yountville?osq=bouchon,3178,4,3,2019,38.40258,-122.3619,San_Francisco,California,94599,French,https://guide.michelin.com/us/en/california/san-francisco/restaurant/bouchon,1
Auberge_du_Soleil,https://www.yelp.com/biz/auberge-du-soleil-rutherford-2?osq=auberge+du+soleil,389,4.5,4,2019,38.49199,-122.40534,San_Francisco,California,94573,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/auberge-du-soleil,1
Madrona_Manor,https://www.yelp.com/biz/madrona-manor-healdsburg-2?osq=madrona+manor,282,4.5,4,2019,38.60428,-122.88647,San_Francisco,California,95448,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madrona-manor,1
Shin_Sushi,https://www.yelp.com/biz/shin-sushi-los-angeles-2?osq=shin+sushi,120,4.5,4,2019,34.15784,-118.49415,Los_Angeles,California,91436,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shin-sushi,1
Rustic_Canyon,https://www.yelp.com/biz/rustic-canyon-santa-monica?osq=rustic+canyon,1374,4,3,2019,34.024952,-118.49118,Los_Angeles,California,90401,Californian,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/rustic-canyon,1
Kato,https://www.yelp.com/biz/kato-los-angeles,383,4.5,4,2019,34.041683,-118.460915,Los_Angeles,California,90025,Asian,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/kato,1
Nozawa_Bar,https://www.yelp.com/biz/nozawa-bar-beverly-hills-3,241,4.5,4,2019,34.0683,-118.39849,Los_Angeles,California,90210,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/nozawa-bar,1
Maude,https://www.yelp.com/biz/maude-beverly-hills,441,4,4,2019,34.064346,-118.39904,Los_Angeles,California,90212,Contemporary,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/maude,1
Mori_Sushi,https://www.yelp.com/biz/mori-sushi-los-angeles,334,4,4,2019,34.033398,-118.44229,Los_Angeles,California,90064,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/mori-sushi,1
Osteria_Mozza,https://www.yelp.com/biz/osteria-mozza-los-angeles,2975,4,4,2019,34.08342,-118.338974,Los_Angeles,California,90028,Italian,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/osteria-mozza,1
Le_Comptoir,https://www.yelp.com/biz/le-comptoir-los-angeles-3,158,4,4,2019,34.06354,-118.30057,Los_Angeles,California,90020,Californian,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/le-comptoir,1
Q_Sushi,https://www.yelp.com/biz/q-sushi-los-angeles-4,249,4,4,2019,34.046883,-118.255844,Los_Angeles,California,90017,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/q-sushi,1
Shibumi,https://www.yelp.com/biz/shibumi-los-angeles,366,3.5,4,2019,34.044155,-118.256134,Los_Angeles,California,90014,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shibumi559644,1
Hayato,https://www.yelp.com/biz/hayato-los-angeles-3,105,4.5,4,2019,34.03311,-118.24265,Los_Angeles,California,90001,Japanese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/hayato,1
Bistro_Na's,https://www.yelp.com/biz/bistro-nas-temple-city-10,1128,4,2,2019,34.104412,-118.07159,Los_Angeles,California,91780,Chinese,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/bistro-na-s,1
Orsa_&_Winston,https://www.yelp.com/biz/orsa-and-winston-los-angeles,535,4,4,2019,33.92145,-118.275406,Los_Angeles,California,90013,Fusion,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/orsa-winston,1
Addison,https://www.yelp.com/biz/addison-san-diego-5?osq=addison,478,4.5,4,2019,32.939903,-117.20013,San_Diego,California,92130,Contemporary,https://guide.michelin.com/us/en/california/us-san-diego/restaurant/addison,1
Baumé,https://www.yelp.com/biz/baum%C3%A9-palo-alto-5?osq=baume,342,3.5,4,2019,37.4285,-122.14272,South_San_Francisco,California,94306,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume,2
Commis,https://www.yelp.com/biz/commis-oakland-3?osq=commis,1059,4.5,4,2019,37.82476,-122.25505,San_Francisco,California,94601,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis,2
Californios,https://www.yelp.com/biz/californios-san-francisco,326,4.5,4,2019,37.75555,-122.417145,San_Francisco,California,94110,Mexican,https://guide.michelin.com/us/en/california/san-francisco/restaurant/californios,2
Lazy_Bear,https://www.yelp.com/biz/lazy-bear-san-francisco-5,693,4.5,4,2019,37.760204,-122.41969,San_Francisco,California,94110,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear,2
Saison,https://www.yelp.com/biz/saison-san-francisco-2,570,4,4,2019,37.76327,-122.41543,San_Francisco,California,94107,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,2
Campton_Place,https://www.yelp.com/biz/campton-place-san-francisco,738,4,4,2019,37.78923,-122.40665,San_Francisco,California,94108,Indian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/campton-place,2
Coi,http://www.yelp.com/biz/coi-san-francisco,783,4,4,2019,37.79812,-122.40331,San_Francisco,California,94133,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi,2
Acquerello,https://www.yelp.com/biz/acquerello-san-francisco,1168,4.5,4,2019,37.79167,-122.42131,San_Francisco,California,94109,Italian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello,2
Providence,https://www.yelp.com/biz/providence-los-angeles-2,2766,4.5,4,2019,34.083523,-118.33019,Los_Angeles,California,90028,Seafood,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence,2
n/naka,https://www.yelp.com/biz/n-naka-los-angeles,844,4.5,4,2019,34.02526,-118.41206,Los_Angeles,California,90034,Contemporary,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,2
Vespertine,https://www.yelp.com/biz/vespertine-culver-city,303,4.5,4,2019,34.024204,-118.38166,Los_Angeles,California,90232,Contemporary,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine,2
Manresa,https://www.yelp.com/biz/manresa-los-gatos-2?osq=manresa,1259,4,4,2019,37.22761,-121.98071,South_San_Francisco,California,95030,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa,3
Benu,https://www.yelp.com/biz/benu-san-francisco-4,1110,4.5,4,2019,37.78521,-122.39876,San_Francisco,California,94105,Asian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/benu,3
Quince,https://www.yelp.com/biz/quince-san-francisco,1521,4,4,2019,37.79762,-122.40337,San_Francisco,California,94133,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince,3
Atelier_Crenn,https://www.yelp.com/biz/atelier-crenn-san-francisco,787,4.5,4,2019,37.79835,-122.43586,San_Francisco,California,94123,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/atelier-crenn,3
The_French_Laundry,http://www.yelp.com/biz/the-french-laundry-yountville-2,2751,4.5,4,2019,38.40443,-122.36474,San_Francisco,California,94599,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry,3
Parachute,https://www.yelp.com/biz/parachute-chicago,652,4,3,2019,41.94483,-87.70638,Chicago,Chicago,60618,Fusion,https://guide.michelin.com/us/en/illinois/chicago/restaurant/parachute,1
Goosefoot,https://www.yelp.com/biz/goosefoot-chicago,312,4.5,4,2019,41.96856,-87.69596,Chicago,Chicago,60625,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/goosefoot,1
Elizabeth,https://www.yelp.com/biz/elizabeth-restaurant-chicago,205,4,4,2019,41.969555,-87.688736,Chicago,Chicago,60625,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/elizabeth,1
EL_Ideas,https://www.yelp.com/biz/el-ideas-chicago-2,344,4.5,4,2019,41.863,-87.68686,Chicago,Chicago,60618,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/el-ideas,1
Band_of_Bohemia,https://www.yelp.com/biz/band-of-bohemia-chicago,572,4,3,2019,41.967308,-87.67477,Chicago,Chicago,60640,Gastropub,https://guide.michelin.com/us/en/illinois/chicago/restaurant/band-of-bohemia,1
Schwa,https://www.yelp.com/biz/schwa-chicago,559,4,4,2019,41.90888,-87.66792,Chicago,Chicago,60662,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/schwa,1
Temporis,https://www.yelp.com/biz/temporis-chicago,118,4.5,4,2019,41.898907,-87.66725,Chicago,Chicago,60622,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/temporis,1
Entente,https://www.yelp.com/biz/entente-chicago-2,166,4,3,2019,41.93721,-87.6652,Chicago,Chicago,60657,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/entente,1
Elske,https://www.yelp.com/biz/elske-chicago,208,4,4,2019,41.884426,-87.66071,Chicago,Chicago,60607,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/elske,1
Dusek's_(Board_&_Beer),https://www.yelp.com/biz/duseks-tavern-chicago,966,4,2,2019,41.857853,-87.65757,Chicago,Chicago,60608,Gastropub,https://guide.michelin.com/us/en/illinois/chicago/restaurant/dusek-s-board-beer,1
Roister,https://www.yelp.com/biz/roister-chicago-2,802,4,4,2019,41.886658,-87.65187,Chicago,Chicago,60607,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/roister,1
Boka,https://www.yelp.com/biz/boka-chicago,1542,4.5,4,2019,41.91363,-87.64806,Chicago,Chicago,60614,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/boka,1
Blackbird,https://www.yelp.com/biz/blackbird-chicago,1556,4,3,2019,41.88423,-87.64356,Chicago,Chicago,60661,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/blackbird,1
Sepia,https://www.yelp.com/biz/sepia-chicago,1175,4,4,2019,41.88394,-87.64247,Chicago,Chicago,60661,American,https://guide.michelin.com/us/en/illinois/chicago/restaurant/sepia,1
North_Pond,https://www.yelp.com/biz/north-pond-chicago,596,4,4,2019,41.9296,-87.63762,Chicago,Chicago,60614,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/north-pond,1
Everest,https://www.yelp.com/biz/everest-chicago,387,3.5,4,2019,41.87597,-87.63212,Chicago,Chicago,60605,French,https://guide.michelin.com/us/en/illinois/chicago/restaurant/everest,1
Topolobampo,https://www.yelp.com/biz/topolobampo-chicago,1024,3.5,4,2019,41.89047,-87.63085,Chicago,Chicago,60654,Mexican,https://guide.michelin.com/us/en/illinois/chicago/restaurant/topolobampo,1
Spiaggia,https://www.yelp.com/biz/spiaggia-chicago-4,589,4,4,2019,41.90062,-87.62457,Chicago,Chicago,60611,Italian,https://guide.michelin.com/us/en/illinois/chicago/restaurant/spiaggia,1
Del_Posto,https://www.yelp.com/biz/del-posto-new-york,1439,4,4,2019,40.74327,-74.0077,New_York,New_York_City,10011,Italian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto,1
Le_Grill_de_Joël_Robuchon,https://www.yelp.com/biz/le-grill-de-jo%C3%ABl-robuchon-new-york-4,36,4,4,2019,40.742897,-74.0077,New_York,New_York_City,10011,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-grill-de-joel-robuchon,1
L'Appart,https://www.yelp.com/biz/l-appart-new-york,121,5,4,2019,40.711903,-74.01544,New_York,New_York_City,10281,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,1
